transaction_amount,user_age,account_age_days,num_transactions_last_24h,is_foreign_transaction,is_high_risk_merchant,device_type,card_present,fraud
60.82,24,2287,1,0,0,mobile,0,0
38.46,31,2351,1,1,0,tablet,0,0
496.05,29,2655,2,0,0,desktop,0,1
63.18,52,991,2,0,1,mobile,1,0
269.43,22,334,3,0,0,mobile,0,0
31.36,34,2161,2,1,0,desktop,1,0
28.76,59,1645,1,0,1,desktop,1,0
3.8,49,362,2,0,0,mobile,1,0
126.55,27,1881,2,0,0,tablet,1,0
55.16,60,2849,2,0,0,tablet,0,0
239.73,34,2145,2,0,0,mobile,0,0
76.91,22,1982,2,0,0,desktop,0,0
413.77,62,2064,1,0,1,mobile,1,0
24.63,59,2604,0,1,0,mobile,0,0
243.56,26,1978,1,0,0,mobile,0,0
179.85,66,376,5,0,1,mobile,1,0
176.84,50,742,4,0,0,desktop,0,0
223.55,53,390,3,0,0,mobile,1,0
171.77,53,2668,2,0,0,mobile,0,0
118.09,35,1241,2,0,0,desktop,1,0
16.88,26,824,2,0,0,mobile,1,0
3.97,46,2368,2,0,0,mobile,1,0
304.37,67,2244,0,1,0,mobile,1,0
115.06,31,418,1,0,0,mobile,0,0
191.07,42,607,1,0,0,desktop,1,0
78.82,32,568,0,0,0,mobile,0,0
14.97,23,544,4,0,0,mobile,1,0
16.05,59,2279,2,0,0,mobile,0,0
138.84,46,884,0,0,0,mobile,0,0
67.52,32,2569,2,0,1,mobile,1,0
26.86,46,703,0,0,0,mobile,0,0
81.18,21,1224,3,0,0,mobile,1,0
7.96,35,2894,2,0,0,mobile,1,0
104.66,67,2721,1,0,0,mobile,0,0
37.6,66,1623,1,0,0,mobile,1,0
191.68,61,2069,3,0,0,mobile,0,0
44.59,56,2636,3,0,0,desktop,1,0
72.88,33,2946,3,0,0,desktop,1,0
1.4,28,1787,0,0,0,mobile,1,0
9.02,31,1620,0,0,0,desktop,1,0
59.81,20,1458,3,0,0,tablet,0,0
78.46,68,2419,3,0,1,mobile,0,0
109.96,67,1584,1,0,0,desktop,0,0
41.38,59,1915,4,0,0,mobile,1,0
142.49,55,78,0,0,1,tablet,0,0
236.04,62,1309,1,0,1,mobile,1,0
181.61,59,648,3,1,0,tablet,1,1
4.85,35,2188,2,0,0,mobile,0,0
78.59,37,553,2,0,0,mobile,0,0
13.3,65,998,1,0,0,desktop,0,0
33.26,42,282,4,1,0,desktop,1,0
518.06,55,1282,2,0,0,desktop,0,0
18.45,30,1847,2,0,0,desktop,0,0
82.91,21,1384,1,1,0,desktop,1,0
115.53,31,2488,4,0,1,desktop,0,0
145.47,50,2318,5,0,0,mobile,1,0
98.42,45,1158,2,1,0,mobile,1,1
1.18,69,2794,2,0,0,mobile,1,0
47.43,54,104,0,0,0,desktop,1,0
87.51,25,766,3,0,1,mobile,0,0
11.04,61,2143,2,0,0,mobile,0,0
51.81,51,2777,5,0,0,mobile,1,0
4.05,61,1597,6,0,0,tablet,0,0
9.82,22,480,3,0,0,mobile,1,0
60.69,22,2828,3,0,0,mobile,0,0
17.09,48,2061,3,0,0,mobile,1,0
100.59,62,1964,2,0,0,mobile,0,0
140.34,26,2649,3,0,0,mobile,1,0
193.49,59,2143,2,0,0,mobile,1,0
26.8,49,2341,0,0,0,mobile,1,0
22.0,50,2073,2,0,0,desktop,1,0
13.25,20,1296,2,0,0,desktop,0,0
121.41,47,1529,2,0,0,mobile,1,0
147.1,67,1190,2,0,0,desktop,0,0
3.85,29,939,1,0,0,desktop,1,0
330.26,46,762,2,0,0,desktop,0,0
6.4,20,654,5,0,0,mobile,0,0
93.52,43,1670,1,0,0,mobile,0,0
148.16,47,2686,0,0,0,desktop,0,0
245.72,26,2539,2,0,1,mobile,0,0
150.25,43,1932,0,0,0,mobile,1,0
194.17,19,1127,3,0,0,mobile,1,0
49.76,20,1926,2,0,1,desktop,1,0
202.37,63,575,3,0,0,mobile,0,0
10.02,21,2342,4,1,0,mobile,1,0
270.25,42,2944,1,0,0,desktop,1,0
95.18,68,1330,1,0,0,desktop,1,0
203.99,30,1278,1,0,0,mobile,1,0
72.25,56,1204,2,0,1,mobile,1,0
123.8,61,40,1,0,0,desktop,1,0
89.69,52,2824,3,1,0,mobile,1,0
157.83,40,520,4,0,0,desktop,1,0
10.22,26,1640,2,0,0,desktop,1,0
7.47,19,2594,3,0,0,mobile,1,0
34.06,58,2284,1,0,0,mobile,1,0
20.86,61,463,1,1,0,mobile,0,0
246.48,48,1252,4,0,0,desktop,0,0
29.69,61,1849,3,0,1,mobile,0,0
446.89,64,483,1,0,0,mobile,0,0
49.3,19,2478,3,0,0,mobile,0,0
24.12,49,343,2,0,0,mobile,0,0
187.11,35,1197,2,1,0,mobile,1,0
129.0,30,1463,4,0,0,mobile,0,0
82.75,63,1203,2,0,0,desktop,1,0
97.26,22,1622,2,0,0,mobile,0,0
152.41,59,2181,4,0,0,mobile,1,0
31.12,61,2399,4,1,1,desktop,1,0
673.04,27,2554,2,1,0,desktop,0,0
441.68,60,2132,1,0,0,desktop,1,0
126.09,42,993,1,0,0,mobile,0,0
26.71,51,2878,2,0,0,mobile,1,0
136.82,54,2909,2,0,1,mobile,1,0
8.99,47,2391,2,0,0,desktop,0,0
3.74,24,2914,2,0,0,desktop,0,0
35.76,23,1190,2,0,0,desktop,0,0
74.53,20,2341,2,0,0,mobile,1,0
243.24,30,1604,2,1,0,desktop,1,0
155.87,20,1194,2,0,1,desktop,0,0
162.9,43,598,6,0,0,mobile,1,0
66.51,41,645,2,0,0,mobile,0,0
50.95,23,448,1,0,0,mobile,0,0
55.64,60,2738,3,0,0,mobile,1,0
527.29,66,2903,1,0,0,mobile,1,0
4.91,59,2550,5,0,0,desktop,0,0
242.12,29,764,2,0,0,desktop,1,0
103.72,66,735,1,0,0,tablet,0,0
69.28,53,1643,2,0,0,mobile,0,0
155.03,19,2298,1,0,1,mobile,0,0
80.02,28,601,0,0,0,desktop,1,0
248.03,56,2173,5,0,0,mobile,1,0
277.16,51,2161,3,0,0,mobile,0,0
65.72,43,981,1,0,0,desktop,1,0
38.89,35,1783,4,0,0,mobile,1,0
107.68,38,2198,0,0,0,mobile,1,0
292.15,53,2923,2,0,0,mobile,1,0
28.39,57,2391,0,0,0,tablet,0,0
117.05,69,580,4,0,0,mobile,0,0
119.82,63,783,4,0,0,mobile,1,0
158.51,61,2369,2,0,0,tablet,0,0
16.93,39,2870,2,0,0,mobile,0,0
150.98,47,532,3,0,0,mobile,0,0
287.67,67,1513,1,0,1,mobile,1,0
23.77,60,2540,4,0,0,mobile,0,0
32.55,47,612,0,0,0,mobile,0,0
426.5,25,2300,2,0,0,desktop,0,0
23.96,51,2006,0,0,0,mobile,1,0
231.21,64,1101,0,0,0,desktop,1,0
81.34,26,1671,6,0,0,mobile,0,0
34.08,68,1416,2,0,0,mobile,1,0
245.52,37,1436,1,1,0,mobile,1,0
70.72,57,2221,2,0,0,mobile,1,0
86.79,42,875,4,0,0,mobile,0,0
53.41,36,2249,1,0,0,mobile,1,0
107.86,22,217,5,0,0,mobile,1,0
21.43,28,376,1,0,0,desktop,0,0
59.53,32,1610,0,0,0,mobile,0,0
418.46,25,11,1,1,0,mobile,0,1
35.83,36,2940,1,0,0,desktop,1,0
128.31,40,1614,0,0,1,mobile,1,0
47.2,44,2483,4,0,0,desktop,0,0
178.19,57,818,1,0,0,desktop,0,0
16.83,49,1297,2,0,0,tablet,1,0
420.07,43,2979,4,0,0,mobile,1,0
72.57,44,691,2,0,0,tablet,1,0
32.31,36,1600,4,0,0,desktop,1,0
9.16,67,1533,2,0,0,desktop,1,0
22.32,59,1156,4,0,0,tablet,0,0
88.02,46,2903,4,0,1,mobile,1,0
49.32,56,1948,3,0,0,desktop,0,0
211.85,58,784,3,0,0,mobile,1,0
67.64,50,2367,1,0,0,mobile,1,0
34.32,36,2892,1,0,0,mobile,1,0
115.21,54,1973,3,0,1,mobile,0,0
147.22,36,1877,2,0,0,mobile,0,1
21.93,50,2669,3,0,0,tablet,1,0
22.02,64,785,1,0,0,desktop,1,0
4.48,33,397,2,0,0,desktop,1,0
160.0,40,1082,2,0,0,desktop,1,0
130.81,24,1504,2,0,0,mobile,0,0
77.24,43,2034,1,0,0,mobile,0,0
223.08,49,1615,2,0,1,mobile,1,1
196.58,29,460,2,0,0,mobile,1,0
105.64,25,2109,1,0,0,desktop,1,0
243.24,22,2417,2,0,0,desktop,0,0
27.66,59,2767,4,0,0,mobile,0,0
14.24,45,546,3,0,0,mobile,1,0
37.72,22,2544,0,0,1,mobile,1,0
7.05,66,497,4,0,0,mobile,1,0
90.9,43,505,2,0,0,mobile,1,0
331.01,22,1093,2,0,0,mobile,1,0
4.82,39,2209,2,1,1,mobile,1,0
15.63,32,1638,3,0,0,tablet,1,0
72.22,30,718,0,0,0,mobile,0,0
325.95,45,1593,1,0,0,desktop,1,0
45.6,50,1409,1,1,0,desktop,1,0
84.93,60,269,1,0,0,mobile,1,0
5.1,40,1947,2,0,0,desktop,1,0
19.27,50,1478,1,0,1,mobile,0,0
517.77,60,2747,1,0,1,mobile,0,0
402.7,35,1542,1,0,0,mobile,0,0
0.59,67,865,3,0,0,desktop,0,0
363.92,47,2398,0,0,0,mobile,1,0
122.31,43,110,1,0,0,mobile,1,0
242.92,33,2455,1,0,0,mobile,1,0
72.78,30,650,3,0,0,mobile,0,0
86.98,56,2099,4,0,1,desktop,1,0
80.53,50,1500,1,0,0,desktop,1,0
131.9,43,1111,2,0,0,mobile,1,0
18.05,65,596,4,0,0,mobile,0,0
3.65,18,979,2,0,0,tablet,1,0
44.17,66,731,0,1,0,desktop,0,0
146.36,55,57,0,0,0,desktop,1,0
27.06,19,2786,2,0,1,mobile,1,0
134.29,66,2244,4,0,0,mobile,1,0
420.44,23,1784,0,0,0,desktop,0,0
11.83,63,1702,0,0,0,mobile,0,0
133.99,67,1287,0,0,0,desktop,1,0
70.38,55,112,2,0,0,desktop,0,0
243.12,59,2813,1,0,0,mobile,0,0
23.4,41,711,3,0,0,desktop,1,0
141.56,35,1202,1,0,0,mobile,0,0
218.5,44,948,3,0,0,desktop,0,0
347.21,58,26,2,0,0,tablet,0,1
137.96,25,2458,1,1,0,tablet,0,0
82.5,45,758,2,0,1,desktop,1,0
115.43,27,2579,2,0,0,mobile,0,0
243.82,34,1801,1,1,0,desktop,1,0
101.45,46,1556,3,0,0,desktop,1,0
3.7,23,2797,1,0,0,mobile,0,0
320.75,31,1842,1,0,0,mobile,1,0
140.36,39,2294,1,0,0,mobile,1,0
135.43,23,1105,0,0,1,mobile,1,0
29.15,43,662,2,0,0,tablet,1,0
129.06,56,909,2,0,0,mobile,0,0
60.08,29,2444,1,0,0,mobile,1,0
126.4,52,522,2,0,0,mobile,1,0
13.53,31,1857,0,0,1,desktop,0,0
128.7,39,1760,3,0,0,tablet,1,0
893.01,68,2974,2,0,0,mobile,1,1
5.93,40,2312,1,0,0,desktop,0,0
453.58,65,790,3,0,0,mobile,0,0
62.69,24,1298,1,0,0,mobile,1,0
245.52,57,1730,2,0,0,desktop,1,0
183.0,67,172,2,0,0,mobile,1,0
100.45,42,265,0,1,1,mobile,1,0
160.94,30,1987,6,0,0,mobile,0,1
252.96,38,1050,2,0,0,mobile,1,0
62.13,58,1493,0,0,0,mobile,1,0
47.53,27,1886,3,0,0,mobile,1,0
132.17,26,476,1,1,0,desktop,1,0
197.93,32,2404,1,1,0,mobile,1,0
172.4,69,1050,2,0,0,mobile,1,0
191.83,19,34,2,0,0,mobile,0,0
68.64,42,2312,1,0,0,tablet,0,0
204.34,30,1162,3,0,0,desktop,0,0
15.37,51,816,0,0,0,tablet,1,0
94.36,68,2923,4,0,0,mobile,1,0
0.69,51,754,0,0,0,desktop,0,0
47.09,52,566,4,0,0,mobile,1,0
54.77,55,462,0,1,0,desktop,1,0
60.54,20,1655,0,0,0,mobile,1,0
142.68,59,2703,1,0,0,desktop,0,0
59.03,23,81,2,0,1,mobile,0,0
71.46,65,2805,2,0,0,mobile,1,0
32.55,66,1938,3,0,0,desktop,1,0
56.07,36,870,3,0,0,tablet,1,0
30.94,20,1431,3,0,0,mobile,1,0
9.12,35,1070,0,0,0,tablet,0,0
110.99,56,599,1,0,0,mobile,0,0
132.39,26,1635,1,1,0,desktop,1,0
115.95,69,807,1,0,0,tablet,0,0
74.72,29,1935,1,0,0,mobile,1,0
57.32,22,1077,1,0,1,mobile,1,0
238.83,20,704,3,0,0,mobile,1,0
87.85,28,2524,2,0,0,mobile,1,0
78.28,47,2640,5,0,0,desktop,1,0
3.12,21,2064,1,0,1,desktop,1,0
50.09,22,487,2,0,0,tablet,1,0
57.4,18,706,1,0,0,mobile,1,0
61.06,44,1526,0,0,0,mobile,0,0
104.15,45,1165,2,0,1,mobile,1,0
91.53,46,620,1,0,0,tablet,0,0
112.35,35,777,1,0,0,mobile,1,0
173.72,29,447,2,0,0,tablet,0,0
201.19,30,2338,2,0,1,mobile,1,0
151.95,58,209,2,0,0,desktop,0,0
373.54,19,1499,4,1,1,mobile,1,0
2.21,54,2461,1,0,0,desktop,1,0
26.15,62,2725,1,0,0,mobile,1,0
0.91,33,1451,3,0,0,desktop,0,0
125.12,65,1878,3,0,0,desktop,1,0
273.97,41,2712,2,0,0,mobile,0,0
33.48,52,2338,2,0,1,mobile,1,0
314.13,39,1292,1,0,0,desktop,0,0
7.46,53,2199,4,0,0,mobile,0,0
326.97,28,1743,2,0,0,desktop,1,0
51.99,63,1279,5,0,0,desktop,1,0
12.83,46,1401,3,0,0,mobile,1,0
79.83,52,1677,3,0,0,mobile,0,0
35.61,65,855,1,0,0,desktop,0,0
40.24,32,1382,4,0,0,desktop,0,0
44.06,48,2656,0,0,0,desktop,0,0
194.96,59,2418,1,0,0,mobile,1,0
92.96,58,705,2,0,0,tablet,0,0
44.76,60,826,0,0,0,mobile,1,0
113.1,33,1005,2,0,0,desktop,1,0
151.12,27,377,1,0,0,mobile,0,0
38.2,66,973,2,0,0,mobile,1,0
64.04,49,118,6,0,0,mobile,1,0
15.6,68,444,3,0,0,mobile,0,0
23.98,19,755,3,0,1,tablet,1,0
137.15,41,640,2,0,0,mobile,1,0
24.02,40,2172,3,0,0,mobile,1,0
89.37,19,2706,2,1,0,mobile,1,0
148.15,55,1301,1,0,0,mobile,1,0
13.56,48,2870,4,0,0,mobile,1,0
100.53,68,2712,4,0,0,mobile,0,0
35.58,57,2408,5,0,0,mobile,0,0
395.38,43,623,0,0,0,mobile,1,0
79.29,46,1493,1,0,0,mobile,1,0
196.78,20,2009,0,0,0,mobile,0,0
95.88,31,1652,1,1,0,desktop,0,0
5.33,42,1724,1,1,0,desktop,1,0
120.34,65,1920,1,0,1,desktop,0,0
362.9,18,919,0,0,0,tablet,0,0
110.44,20,1174,3,0,0,desktop,0,0
205.24,43,2500,2,0,0,mobile,0,0
258.71,35,1186,0,0,0,mobile,1,0
31.06,26,120,1,1,0,tablet,1,0
28.6,55,582,2,0,0,desktop,0,0
113.3,40,1948,7,0,0,mobile,1,0
63.53,38,2147,5,0,0,mobile,0,0
219.81,18,1191,3,0,1,tablet,1,0
276.34,38,1687,0,0,1,desktop,0,0
52.33,44,2000,1,0,0,mobile,1,0
32.44,59,2562,2,0,0,tablet,0,0
181.98,23,2712,1,0,0,tablet,0,0
38.56,61,401,1,0,0,mobile,1,0
207.53,53,2413,1,0,1,desktop,0,0
66.14,45,1350,5,0,0,desktop,1,0
132.15,62,2629,2,0,0,mobile,0,0
12.05,34,1657,1,0,0,desktop,0,0
117.34,57,621,3,0,0,mobile,1,0
72.13,69,2876,5,0,0,desktop,1,0
106.0,20,247,1,0,1,tablet,1,0
22.07,29,2482,3,0,0,mobile,0,0
160.21,56,1117,1,0,0,mobile,1,0
238.36,29,2663,3,0,0,tablet,0,0
29.31,19,2991,5,0,0,tablet,1,0
12.07,63,624,2,0,0,mobile,1,0
2.87,39,2369,1,0,0,tablet,1,0
123.26,40,1840,0,0,1,mobile,1,0
112.1,47,2904,1,0,0,mobile,1,0
94.94,22,2110,3,0,1,desktop,0,0
31.67,26,300,4,0,0,desktop,0,0
59.49,38,403,1,0,1,desktop,1,0
108.31,28,1672,5,0,0,mobile,0,0
82.4,22,253,2,0,0,mobile,0,0
528.62,52,1758,3,0,1,tablet,1,0
17.6,44,2526,1,0,0,mobile,1,0
142.55,66,1393,3,0,1,mobile,1,0
62.17,19,1965,1,0,0,desktop,1,0
67.08,41,160,5,1,1,desktop,1,0
151.73,48,205,4,0,0,mobile,1,0
141.49,50,1162,2,0,0,mobile,1,0
568.73,56,1392,3,0,0,desktop,1,0
16.49,47,858,1,0,0,tablet,0,0
13.19,63,760,2,0,1,mobile,1,1
154.63,54,1591,1,0,0,mobile,1,0
103.64,68,2769,5,0,1,mobile,0,1
38.45,45,2116,1,0,0,desktop,0,0
9.93,48,133,2,0,1,mobile,1,0
10.75,28,1724,0,0,0,desktop,1,0
269.53,40,2967,1,0,0,mobile,1,0
25.56,19,430,0,0,0,mobile,0,0
46.88,57,2356,3,0,1,desktop,0,0
30.84,58,2698,0,0,0,mobile,0,0
52.62,44,1198,4,0,0,desktop,1,0
8.63,52,2460,1,0,0,mobile,1,0
87.84,19,97,2,0,0,mobile,1,0
8.4,56,1707,2,0,1,mobile,1,0
193.35,54,1178,2,0,0,mobile,1,0
31.94,38,1719,1,0,0,mobile,0,0
93.19,22,1266,2,0,1,desktop,0,0
254.51,69,1328,0,0,0,mobile,0,0
126.28,62,1309,5,0,0,desktop,1,0
91.36,38,1051,4,0,0,mobile,0,0
47.05,46,1384,4,0,1,mobile,1,0
48.6,37,2250,1,0,0,mobile,0,0
132.85,55,2810,1,0,0,desktop,0,0
616.74,37,2922,3,0,0,mobile,1,0
130.11,67,581,1,0,0,mobile,0,0
97.91,42,2418,3,0,0,mobile,1,0
157.41,19,533,0,0,0,mobile,1,0
75.1,49,1176,1,0,0,mobile,0,0
7.44,43,1126,3,0,0,mobile,1,0
99.15,23,899,2,0,1,mobile,1,0
379.34,58,2655,3,0,0,mobile,1,0
23.13,20,1470,2,1,0,desktop,0,0
140.54,50,2921,1,0,0,desktop,1,0
26.92,18,1253,2,0,0,desktop,0,0
92.1,68,770,1,1,0,mobile,0,0
12.2,22,834,1,0,1,mobile,0,0
71.82,30,1905,3,1,1,desktop,1,0
169.35,36,2986,6,0,0,mobile,1,0
51.25,29,2284,1,0,0,mobile,1,0
131.2,65,2210,2,0,0,tablet,1,0
190.43,42,554,5,0,0,tablet,1,0
314.37,68,2836,2,0,0,desktop,1,0
32.09,52,1092,0,0,0,tablet,0,0
61.16,29,1197,4,0,0,desktop,1,0
19.84,47,1661,1,0,1,desktop,1,0
586.88,22,559,1,0,0,mobile,1,0
314.08,51,261,0,0,0,tablet,1,0
93.17,39,2265,1,0,1,desktop,1,0
221.44,56,1841,3,0,0,mobile,0,0
88.32,30,1148,3,0,0,mobile,1,0
117.25,64,805,2,0,0,mobile,0,0
11.2,20,1186,0,0,0,tablet,0,0
168.91,37,2249,2,0,0,mobile,1,0
16.4,48,2450,1,1,0,mobile,1,0
209.89,22,275,3,0,0,mobile,0,0
182.81,41,206,0,0,0,tablet,1,0
148.03,57,1724,1,0,0,desktop,1,0
4.42,50,867,3,1,0,mobile,0,0
43.34,25,93,4,0,0,mobile,1,0
36.64,41,1066,0,0,0,mobile,0,0
53.58,67,2427,2,1,0,mobile,1,0
11.01,37,1352,1,0,0,mobile,0,0
331.67,33,2113,1,0,0,mobile,1,0
96.84,67,365,2,0,0,mobile,1,0
43.75,69,821,1,0,0,mobile,1,0
60.7,29,1508,4,0,1,mobile,1,0
71.13,30,2030,3,0,0,tablet,0,0
110.13,62,1925,3,0,0,mobile,0,0
87.0,59,2588,3,0,0,mobile,1,0
302.18,56,1086,4,1,0,mobile,1,0
82.45,42,2539,1,0,0,mobile,1,0
581.79,63,1297,3,0,1,mobile,0,0
228.8,49,2277,3,1,0,mobile,1,0
28.06,41,1044,3,0,1,desktop,1,0
320.14,65,3,4,0,0,mobile,1,1
14.85,64,1754,1,0,0,mobile,0,1
204.09,61,911,1,0,0,tablet,1,0
57.48,26,307,0,0,0,mobile,1,0
252.42,57,2480,6,0,0,desktop,1,0
243.05,67,136,0,0,0,mobile,1,0
196.74,40,1933,1,0,0,mobile,1,0
187.3,67,2563,3,0,0,mobile,0,0
43.61,30,2241,1,0,0,mobile,1,0
10.13,49,1609,2,0,0,tablet,1,0
61.9,67,1439,1,0,0,mobile,1,0
22.87,32,873,1,0,1,mobile,0,0
142.47,53,1142,2,1,1,desktop,1,0
50.98,66,666,2,1,0,mobile,0,0
445.63,22,209,2,0,0,desktop,0,0
122.92,39,952,2,1,0,mobile,0,0
207.44,33,1058,2,1,0,desktop,0,0
17.06,58,649,2,0,0,desktop,1,0
237.67,27,1342,4,0,0,mobile,0,0
307.3,41,2168,1,1,1,mobile,0,1
80.11,35,627,1,0,0,mobile,0,0
111.85,66,525,2,0,0,mobile,1,0
173.68,35,1605,2,0,0,mobile,1,0
23.06,24,1869,3,0,0,tablet,0,0
83.8,21,769,2,0,0,mobile,1,0
61.03,43,2560,1,0,0,mobile,1,0
18.99,22,2095,3,0,0,mobile,1,0
54.98,33,772,5,0,0,mobile,0,0
8.47,52,740,2,0,0,mobile,1,0
3.14,43,522,3,0,0,mobile,0,0
17.43,35,1401,1,0,0,mobile,1,0
395.99,46,2182,4,0,0,mobile,1,0
95.7,40,248,3,0,1,desktop,0,0
405.14,31,1342,2,1,0,tablet,1,1
67.98,32,2484,3,0,0,mobile,1,0
44.84,66,1859,2,0,1,desktop,1,0
84.66,50,686,1,0,0,mobile,1,0
69.47,42,586,1,0,0,desktop,0,0
13.4,38,2399,3,0,0,mobile,1,0
122.87,34,143,4,0,0,desktop,1,0
29.21,40,967,5,0,0,desktop,0,0
115.98,60,2852,3,0,0,desktop,1,0
126.05,34,718,2,1,0,desktop,0,0
19.79,31,643,0,0,1,mobile,1,0
7.6,46,2549,3,0,1,mobile,1,0
182.11,37,370,3,0,1,desktop,1,0
73.9,47,1110,3,0,1,mobile,0,0
7.19,36,787,1,0,0,mobile,1,0
632.63,56,2787,2,1,0,mobile,1,0
7.14,30,1484,3,0,0,desktop,1,0
142.51,35,950,1,0,0,mobile,0,0
493.84,40,1349,4,0,0,desktop,0,0
32.8,63,522,2,0,0,desktop,1,0
18.41,50,2537,2,0,1,mobile,1,0
15.53,56,1953,2,0,0,mobile,1,0
43.36,57,2445,1,0,0,tablet,0,0
12.78,35,2944,2,0,0,desktop,1,0
141.38,26,355,1,0,0,mobile,1,0
7.72,50,947,5,0,1,mobile,0,0
85.46,49,2336,3,0,0,mobile,1,0
685.55,34,1483,1,0,0,mobile,0,0
201.82,36,1648,2,0,1,mobile,1,0
114.61,44,536,3,0,0,tablet,1,0
43.88,23,1315,3,0,0,tablet,1,0
117.35,52,2899,5,0,0,desktop,1,0
89.85,54,2886,1,0,0,mobile,0,0
66.63,51,2216,0,0,0,mobile,1,0
16.81,37,950,0,0,1,mobile,1,0
261.22,42,621,4,0,1,desktop,1,0
71.69,21,428,0,0,0,mobile,1,0
25.97,27,1726,1,0,0,desktop,1,0
55.02,27,2538,1,1,1,desktop,1,0
64.16,41,2403,2,0,0,desktop,1,0
210.91,38,2244,1,0,1,mobile,1,0
158.74,28,545,3,0,0,desktop,0,0
176.0,44,2765,4,0,0,mobile,1,0
1.33,33,824,2,0,0,desktop,1,0
64.57,43,2980,3,0,0,mobile,0,0
78.78,47,1003,2,0,0,mobile,1,0
2.33,66,659,2,0,0,mobile,1,0
36.1,33,2987,2,1,0,mobile,0,0
171.4,24,2828,2,0,0,tablet,1,0
17.7,33,2059,4,0,0,mobile,0,0
91.97,52,2444,1,1,0,tablet,1,0
29.08,33,731,1,0,0,mobile,0,0
1.46,57,1833,1,0,1,mobile,0,0
33.12,29,409,5,0,1,mobile,1,0
446.93,52,2410,4,0,1,mobile,1,0
194.06,66,84,1,0,0,desktop,0,0
385.0,38,2204,2,0,0,mobile,1,0
80.3,67,707,4,0,0,desktop,1,0
13.95,60,1962,0,0,0,mobile,1,0
95.28,53,2520,3,0,0,mobile,0,0
72.7,65,2667,3,0,1,mobile,1,0
223.22,34,1448,3,0,0,desktop,1,0
12.39,49,134,4,0,0,desktop,0,0
80.39,58,788,2,0,0,mobile,0,0
19.51,23,2955,2,0,0,mobile,1,0
47.11,41,864,1,0,1,desktop,1,0
160.44,44,667,3,0,0,tablet,1,0
77.56,37,277,3,0,0,mobile,1,0
56.57,42,1776,2,0,0,desktop,1,0
60.2,19,882,2,0,0,mobile,1,0
73.82,26,2061,2,1,0,mobile,0,0
184.46,45,2390,5,0,0,tablet,0,0
267.17,55,2083,3,0,0,desktop,0,0
373.03,20,2607,2,0,0,desktop,0,0
185.52,37,1238,3,0,0,mobile,0,0
45.47,23,2453,4,0,1,mobile,0,0
139.82,56,2706,3,0,0,desktop,1,0
69.07,50,159,1,0,0,tablet,0,0
35.27,18,1134,0,0,0,desktop,1,0
220.57,54,2597,7,0,0,mobile,1,0
4.7,23,1852,2,0,0,mobile,0,0
278.44,62,279,4,0,0,mobile,0,0
74.27,51,2527,0,0,1,mobile,0,0
121.67,64,111,1,0,0,mobile,1,0
129.23,32,2479,2,1,0,mobile,1,0
270.59,62,542,1,0,0,desktop,1,0
121.49,43,1139,0,0,0,desktop,1,0
114.21,31,360,1,0,0,desktop,1,0
8.28,24,2420,1,0,0,tablet,1,0
87.68,63,1239,0,0,0,mobile,0,0
19.53,48,1757,2,0,0,desktop,0,0
160.47,41,955,3,0,0,desktop,1,0
86.15,48,2307,2,0,0,tablet,1,0
136.82,46,2826,8,1,0,mobile,0,0
5.11,59,2168,1,0,1,mobile,0,0
10.63,49,976,1,0,0,desktop,1,0
151.19,34,913,5,0,0,tablet,0,0
8.98,31,1152,2,0,0,desktop,1,0
8.87,57,723,1,0,0,desktop,0,0
1.46,53,2571,2,0,1,mobile,0,0
376.2,65,1712,2,0,0,desktop,1,1
160.5,41,325,3,0,0,desktop,1,0
52.3,62,1530,3,0,0,desktop,0,0
42.21,44,1550,1,0,0,desktop,1,0
51.64,42,1074,1,0,0,mobile,0,0
178.81,49,1946,4,0,0,desktop,1,0
129.94,69,1608,3,1,0,mobile,0,0
24.58,35,2117,2,0,1,tablet,1,1
22.96,63,391,3,0,0,desktop,1,0
12.43,35,2431,3,0,0,desktop,0,0
129.56,54,16,1,0,0,tablet,0,0
173.46,43,846,3,0,0,mobile,1,0
36.95,26,869,0,0,0,mobile,1,0
2.54,52,568,1,0,0,desktop,1,0
10.29,25,2180,3,0,0,mobile,0,0
412.52,37,2020,0,1,0,mobile,1,1
42.02,59,2321,2,0,0,desktop,1,0
175.96,39,1647,3,0,0,mobile,0,0
117.59,36,2532,4,0,0,mobile,1,0
57.74,47,2598,1,0,1,mobile,1,0
27.63,45,357,3,0,0,mobile,1,0
15.53,52,1657,0,0,0,mobile,1,0
114.55,60,2281,1,0,1,mobile,0,0
178.8,28,36,1,0,0,desktop,0,0
123.91,48,2461,3,0,0,mobile,1,0
90.68,66,1028,2,0,0,mobile,1,0
5.14,65,2092,0,0,0,mobile,1,0
414.89,56,2616,2,0,0,desktop,0,0
192.36,53,2788,2,0,0,mobile,1,0
41.58,47,114,4,0,0,mobile,1,0
469.26,40,1773,3,0,0,tablet,1,0
110.52,36,2445,5,0,0,mobile,1,0
104.79,29,1198,2,0,0,mobile,0,0
165.43,32,1279,4,0,1,desktop,1,0
200.41,48,466,3,0,0,mobile,1,0
128.22,60,1488,5,1,0,mobile,0,0
16.45,54,847,0,0,0,mobile,0,0
49.55,54,502,1,0,0,tablet,0,0
315.87,32,441,2,0,1,tablet,1,0
30.53,46,2117,2,0,0,mobile,1,0
